22:48:09 INFO  manager.ApplicationManager - All tests start in 'Chrome' browser
22:48:10 INFO  tests.TestBase - Name of test --->addNewContactSuccess
22:48:10 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
22:48:15 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
22:48:15 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [href= '/login']
22:48:15 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [href= '/login']--> was found
22:48:15 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
22:48:15 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
22:48:15 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
22:48:15 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
22:48:15 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
22:48:15 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
22:48:15 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
22:48:15 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
22:48:15 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
22:48:15 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
22:48:15 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
22:48:15 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
22:48:16 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: button
22:48:16 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: button--> was found
22:48:16 INFO  tests.TestBase - Contact was added for userUser{email='lina@gmail.com', password='Lina12345$'}
22:48:16 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: .contact-item_card__2SOIM
22:48:17 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: .contact-item_card__2SOIM--> was found
22:48:17 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: .contact-item_card__2SOIM
22:48:17 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: .contact-item_card__2SOIM--> was found
22:48:17 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: .contact-item_card__2SOIM
22:48:17 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: .contact-item_card__2SOIM--> was found
22:48:17 INFO  manager.HelperBase - Before remove 'One contact tests' count was --->11
22:48:17 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: .contact-item_card__2SOIM
22:48:17 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: .contact-item_card__2SOIM--> was found
22:48:17 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: .contact-item_card__2SOIM h3
22:48:17 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: .contact-item_card__2SOIM h3--> was found
22:48:17 INFO  manager.HelperBase - The phone number of removed contact was -->06487125891461
22:48:17 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: .contact-item_card__2SOIM
22:48:17 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: .contact-item_card__2SOIM--> was found
22:48:17 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Remove']
22:48:17 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Remove']--> was found
22:48:17 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: .contact-item_card__2SOIM
22:48:18 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: .contact-item_card__2SOIM--> was found
