16:43:28 INFO  manager.ApplicationManager - All tests start in 'Chrome' browser
16:43:29 INFO  tests.TestBase - Name of test --->loginSuccessTestDataProvider
16:43:29 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
16:43:34 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
16:43:34 INFO  tests.TestBase - The test start with email:lina@gmail.com && password :Lina12345$
16:43:34 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [href= '/login']
16:43:34 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [href= '/login']--> was found
16:43:34 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
16:43:34 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
16:43:34 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
16:43:34 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
16:43:34 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
16:43:34 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
16:43:35 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
16:43:35 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
16:43:35 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
16:43:35 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
16:43:35 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
16:43:35 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
16:43:35 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: button
16:43:35 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: button--> was found
16:43:37 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
16:43:37 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
16:43:37 INFO  tests.TestBase - Name of test --->loginSuccessTestDataProvider
16:43:37 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
16:43:37 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
16:43:37 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
16:43:37 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
16:43:37 INFO  tests.TestBase - The test start with email:lina@gmail.com && password :Lina12345$
16:43:37 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [href= '/login']
16:43:37 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [href= '/login']--> was found
16:43:37 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
16:43:37 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
16:43:37 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
16:43:37 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
16:43:37 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
16:43:38 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
16:43:38 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
16:43:38 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
16:43:38 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
16:43:38 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
