15:19:58 INFO  manager.ApplicationManager - All tests start in 'Chrome' browser
15:19:59 INFO  tests.TestBase - Name of test --->loginSuccessTestDPfromFileString
15:19:59 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
15:20:04 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
15:20:04 INFO  tests.TestBase - The test 'Login valid dataCSV2' start with email:lina@gmail.com; password:Lina12345$
15:20:04 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [href= '/login']
15:20:05 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [href= '/login']--> was found
15:20:05 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
15:20:05 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
15:20:05 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
15:20:05 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
15:20:05 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
15:20:05 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
15:20:05 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
15:20:05 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
15:20:05 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
15:20:05 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
15:20:05 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
15:20:05 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
15:20:05 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: button
15:20:05 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: button--> was found
15:20:07 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
15:20:07 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
15:20:07 INFO  tests.TestBase - Name of test --->loginSuccessTestDPfromFileString
15:20:07 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
15:20:07 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
15:20:07 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
15:20:07 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
15:20:08 INFO  tests.TestBase - The test 'Login valid dataCSV2' start with email:lina@gmail.com; password:Lina12345$
15:20:08 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [href= '/login']
15:20:08 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [href= '/login']--> was found
15:20:08 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
15:20:08 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
15:20:08 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
15:20:08 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
15:20:08 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
15:20:08 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
15:20:08 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
15:20:08 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
15:20:08 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
15:20:08 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
15:20:08 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
15:20:08 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
15:20:08 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: button
15:20:08 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: button--> was found
15:20:10 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
15:20:10 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
15:20:10 INFO  tests.TestBase - Name of test --->loginSuccessTestDPfromFileString
15:20:10 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
15:20:10 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
15:20:10 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
15:20:10 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
15:20:11 INFO  tests.TestBase - The test 'Login valid dataCSV2' start with email:noa@gmail.com; password:Nnoa12345$
15:20:11 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [href= '/login']
15:20:11 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [href= '/login']--> was found
15:20:11 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
15:20:11 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
15:20:11 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
15:20:11 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
15:20:11 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
15:20:11 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
15:20:11 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
15:20:11 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
15:20:11 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
15:20:11 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
15:20:11 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
15:20:11 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
15:20:11 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: button
15:20:11 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: button--> was found
15:20:13 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
15:20:13 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
15:20:13 INFO  tests.TestBase - Name of test --->loginSuccessTestDPfromFileString
15:20:13 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
15:20:13 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
15:20:13 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
15:20:14 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
15:20:14 INFO  tests.TestBase - The test 'Login valid dataCSV2' start with email:noa@gmail.com; password:Nnoa12345$
15:20:14 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [href= '/login']
15:20:14 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [href= '/login']--> was found
15:20:14 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
15:20:14 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
15:20:14 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
15:20:14 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
15:20:14 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Email']
15:20:14 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Email']--> was found
15:20:14 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
15:20:14 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
15:20:14 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
15:20:14 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
15:20:14 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: [placeholder='Password']
15:20:14 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: [placeholder='Password']--> was found
15:20:14 INFO  manager.MyListener - Start find 'element'-----> By.cssSelector: button
15:20:14 INFO  manager.MyListener - The element with 'locator'---> By.cssSelector: button--> was found
15:20:16 INFO  manager.MyListener - Start find 'element'-----> By.xpath: //button[text()='Sign Out']
15:20:16 INFO  manager.MyListener - The element with 'locator'---> By.xpath: //button[text()='Sign Out']--> was found
